id,mask,thongtin,image,nu,nam,dotuoi,danam,danu,ngswap,vtrinam,tomLuocText
1,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img1.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img1.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img1.jpg?raw=true,30,,,,,
2,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img10.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img10.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img10.jpg?raw=true,30,,,,,
3,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img11.jpg?raw=true,,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img11.jpg?raw=true,5,,,,,
4,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img12.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img12.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img12.jpg?raw=true,30,,,,,
5,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img13.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img13.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img13.jpg?raw=true,30,,,,,
6,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img14.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img14.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img14.jpg?raw=true,30,,,,,
7,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img15.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img15.jpg?raw=true,0,26,,,,,
8,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img16.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img16.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img16.jpg?raw=true,4,,,,,
9,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img17.jpg?raw=true,,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img17.jpg?raw=true,4,,,,,
10,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img18.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img18.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img18.jpg?raw=true,28,,,,,
