id,mask,thongtin,image,nu,nam,dotuoi,danam,danu,ngswap,vtrinam,tomLuocText
1,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img1.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img1.jpg?raw=true,0,4,0,0,0,0,CM 
2,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img101.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img101.jpg?raw=true,0,1,0,0,0,0,CM 
3,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img102.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img102.jpg?raw=true,0,1,0,0,0,0,CM 
4,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img103.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img103.jpg?raw=true,0,1,0,0,0,0,CM 
5,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img104.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img104.jpg?raw=true,0,1,0,0,0,0,CM 
6,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img105.jpg?raw=true,,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img105.jpg?raw=true,2,0,0,0,0,CM 
7,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img106.jpg?raw=true,,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img106.jpg?raw=true,2,0,0,0,0,CM 
8,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img13.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img13.jpg?raw=true,0,4,0,0,0,0,CM 
9,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img14.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img14.jpg?raw=true,0,4,0,0,0,0,CM 
10,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img15.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img15.jpg?raw=true,0,4,0,0,0,0,CM 
11,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img16.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img16.jpg?raw=true,0,4,0,0,0,0,CM 
12,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img17.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img17.jpg?raw=true,0,4,0,0,0,0,CM 
13,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img18.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img18.jpg?raw=true,0,20,0,0,0,0,CM 
14,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img19.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img19.jpg?raw=true,0,20,0,0,0,0,CM 
15,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img2.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img2.jpg?raw=true,0,3,0,0,0,0,CM 
16,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img20.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img20.jpg?raw=true,0,20,0,0,0,0,CM 
17,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img21.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img21.jpg?raw=true,0,20,0,0,0,0,CM 
18,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img22.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img22.jpg?raw=true,0,20,0,0,0,0,CM 
19,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img23.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img23.jpg?raw=true,0,20,0,0,0,0,CM 
20,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img24.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img24.jpg?raw=true,0,20,0,0,0,0,CM 
21,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img25.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img25.jpg?raw=true,0,20,0,0,0,0,CM 
22,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img254.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img254.jpg?raw=true,0,23,0,0,0,0,CM 
23,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img255.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img255.jpg?raw=true,0,22,0,0,0,0,CM 
24,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img26.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img26.jpg?raw=true,0,20,0,0,0,0,CM 
25,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img27.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img27.jpg?raw=true,0,20,0,0,0,0,CM 
26,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img28.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img28.jpg?raw=true,0,20,0,0,0,0,CM 
27,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img29.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img29.jpg?raw=true,0,20,0,0,0,0,CM 
28,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img3.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img3.jpg?raw=true,0,4,0,0,0,0,CM 
29,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img30.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img30.jpg?raw=true,0,20,0,0,0,0,CM 
30,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img31.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img31.jpg?raw=true,0,20,0,0,0,0,CM 
31,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img32.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img32.jpg?raw=true,0,20,0,0,0,0,CM 
32,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img33.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img33.jpg?raw=true,0,20,0,0,0,0,CM 
33,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img34.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img34.jpg?raw=true,0,20,0,0,0,0,CM 
34,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img35.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img35.jpg?raw=true,0,20,0,0,0,0,CM 
35,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img36.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img36.jpg?raw=true,0,22,0,0,0,0,CM 
36,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img37.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img37.jpg?raw=true,0,22,0,0,0,0,CM 
37,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img38.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img38.jpg?raw=true,0,22,0,0,0,0,CM 
38,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img39.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img39.jpg?raw=true,0,22,0,0,0,0,CM 
39,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img4.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img4.jpg?raw=true,0,4,0,0,0,0,CM 
40,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img40.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img40.jpg?raw=true,0,22,0,0,0,0,CM 
41,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img45.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img45.jpg?raw=true,0,21,0,0,0,0,CM 
42,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img46.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img46.jpg?raw=true,0,21,0,0,0,0,CM 
43,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img47.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img47.jpg?raw=true,0,21,0,0,0,0,CM 
44,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img49.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img49.jpg?raw=true,0,21,0,0,0,0,CM 
45,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img5.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img5.jpg?raw=true,0,4,0,0,0,0,CM 
46,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img50.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img50.jpg?raw=true,0,21,0,0,0,0,CM 
47,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img51.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img51.jpg?raw=true,0,21,0,0,0,0,CM 
48,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img52.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img52.jpg?raw=true,0,20,0,0,0,0,CM 
49,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img94.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img94.jpg?raw=true,0,18,0,0,0,0,CM 
50,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img95.jpg?raw=true,,https://github.com/Tozivn/futurelove/blob/main/13_Christmas%20face1/img95.jpg?raw=true,6,0,0,0,0,CM 
