id,mask,thongtin,image,nu,nam,dotuoi,danam,danu,ngswap,vtrinam,tomLuocText
1,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img1.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img1.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img1.jpg?raw=true,35 - 4,0,0,0,0,CM
2,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img2.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img2.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img2.jpg?raw=true,35 - 4,0,0,0,0,CM
3,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img3.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img3.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img3.jpg?raw=true,35 - 4,0,0,0,0,CM
4,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img4.jpg?raw=true,0,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img4.jpg?raw=true,4,,,,,
5,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img5.jpg?raw=true,0,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img5.jpg?raw=true,4,,,,,
6,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img6.jpg?raw=true,0,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img6.jpg?raw=true,4,,,,,
7,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img7.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img7.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img7.jpg?raw=true,35 - 4,0,0,0,0,CM
8,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img8.jpg?raw=true,0,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img8.jpg?raw=true,4,,,,,
9,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img9.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img9.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img9.jpg?raw=true,35 - 4,0,0,0,0,CM
10,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img10.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img10.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img10.jpg?raw=true,35 - 4,0,0,0,0,CM
11,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img11.jpg?raw=true,0,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img11.jpg?raw=true,4,0,0,0,0,CM
12,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img12.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img12.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img12.jpg?raw=true,35 - 4,0,0,0,0,CM
13,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img13.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img13.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img13.jpg?raw=true,35 - 4,0,0,0,0,CM
14,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img14.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img14.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img14.jpg?raw=true,35,0,0,0,0,CM
15,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img15.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img15.jpg?raw=true,0,35 - 4,0,0,0,0,CM
16,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img16.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img16.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img16.jpg?raw=true,35 - 4,0,0,0,0,CM
17,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img17.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img17.jpg?raw=true,0,35 - 4,,,,,
18,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img18.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img18.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img18.jpg?raw=true,35 - 4,0,0,0,0,CM
19,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img19.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img19.jpg?raw=true,0,35,,,,,
20,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img20.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img20.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/19_Christmas%20%20face7/img20.jpg?raw=true,35 - 4,0,0,0,0,CM
