id,mask,thongtin,image,nu,nam,dotuoi,danam,danu,ngswap,vtrinam,tomLuocText
1,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img73.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img73.jpg?raw=true,0,5,0,0,0,0,CM
2,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img74.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img74.jpg?raw=true,0,36 - 10,0,0,0,0,CM
3,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img75.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img75.jpg?raw=true,0,29 - 5,0,0,0,0,CM
4,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img76.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img76.jpg?raw=true,0,29 - 5,0,0,0,0,CM
5,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img77.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img77.jpg?raw=true,0,29 - 5,0,0,0,0,CM
6,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img78.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img78.jpg?raw=true,0,29 - 5,0,0,0,0,CM
7,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img80.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img80.jpg?raw=true,0,10,0,0,0,0,CM
8,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img81.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img81.jpg?raw=true,0,32 - 8,0,0,0,0,CM
9,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img83.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img83.jpg?raw=true,0,28 - 6,0,0,0,0,CM
10,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img84.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img84.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img84.jpg?raw=true,30 - 5,0,0,0,0,CM
11,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img85.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img85.jpg?raw=true,0,32 - 3,0,0,0,0,CM
12,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img86.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img86.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img86.jpg?raw=true,34 - 7,0,0,0,0,CM
13,DDC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img87.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img87.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/20_Christmas%20face8/img87.jpg?raw=true,38 - 14,0,0,0,0,CM
