id,mask,thongtin,image,nu,nam,dotuoi,danam,danu,ngswap,vtrinam,tomLuocText
1,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/15_Christmas%20%20face3/b21.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/15_Christmas%20%20face3/b21.jpg?raw=true,0,1 tháng ,,,,,
2,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/15_Christmas%20%20face3/b22.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/15_Christmas%20%20face3/b22.jpg?raw=true,0,1 tháng,,,,,
3,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/15_Christmas%20%20face3/b23.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/15_Christmas%20%20face3/b23.jpg?raw=true,0,1 tháng ,,,,,
4,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/15_Christmas%20%20face3/b24.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/15_Christmas%20%20face3/b24.jpg?raw=true,0,1 tháng,,,,,
5,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/15_Christmas%20%20face3/b25.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/15_Christmas%20%20face3/b25.jpg?raw=true,0,1 tháng ,,,,,
6,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/15_Christmas%20%20face3/b26.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/15_Christmas%20%20face3/b26.jpg?raw=true,0,1 tháng,,,,,
7,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/15_Christmas%20%20face3/b27.jpg?raw=true,https://github.com/Tozivn/futurelove/blob/main/15_Christmas%20%20face3/b27.jpg?raw=true,0,1 tháng ,,,,,
8,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/15_Christmas%20%20face3/b28.jpg?raw=true,,https://github.com/Tozivn/futurelove/blob/main/15_Christmas%20%20face3/b28.jpg?raw=true,1,,,,,
9,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/15_Christmas%20%20face3/b29.jpg?raw=true,,https://github.com/Tozivn/futurelove/blob/main/15_Christmas%20%20face3/b29.jpg?raw=true,1,,,,,
10,DCC,Christmas Day,https://github.com/Tozivn/futurelove/blob/main/15_Christmas%20%20face3/b30.jpg?raw=true,,https://github.com/Tozivn/futurelove/blob/main/15_Christmas%20%20face3/b30.jpg?raw=true,1,,,,,
